Row Labels,Session_Length,Max_Page_Reached,Price_Count,Price_Variance,High_Intent,,,,,,,,,
7676,1,1,1,0,0,,,,,,,,,
7677,3,2,3,27,0,,,,,,,,,
7678,28,2,28,199.8835979,0,,,,,,,,,
7679,12,1,12,105.8181818,0,,,,,,,,,
7680,1,1,1,0,0,,,,,,,,,
7681,3,1,3,240.3333333,0,,,,,,,,,
7682,11,3,11,94.09090909,0,,,,,,,,,
7683,5,3,5,132.3,0,,,,,,,,,
7684,5,3,5,18.3,0,,,,,,,,,
7685,1,1,1,0,0,,,,,,,,,
7686,8,2,8,202.9821429,0,,,,,,,,,
7687,1,1,1,0,0,,,,,,,,,
7688,1,1,1,0,0,,,,,,,,,
7689,1,1,1,0,0,,,,,,,,,
7690,1,1,1,0,0,,,,,,,,,
7691,3,1,3,145.3333333,0,,,,,,,,,
7692,6,2,6,148.1666667,0,,,,,,,,,
7693,5,2,5,42.5,0,,,,,,,,,
7694,12,3,12,195.9015152,0,,,,,,,,,
7695,11,3,11,132.0727273,0,,,,,,,,,
7696,20,2,20,259.9236842,0,,,,,,,,,
7697,1,4,1,0,1,,,,,,,,,
7698,12,4,12,168.8787879,0,,,,,,,,,
7699,2,3,2,364.5,0,,,,,,,,,
7700,7,2,7,290.4761905,0,,,,,,,,,
7701,2,3,2,144.5,0,,,,,,,,,
7702,1,2,1,0,1,,,,,,,,,
7703,8,1,8,275.3571429,0,,,,,,,,,
7704,1,1,1,0,0,,,,,,,,,
7705,6,2,6,48.66666667,0,,,,,,,,,
7706,1,1,1,0,0,,,,,,,,,
7707,7,3,7,89.57142857,0,,,,,,,,,
7708,23,3,23,285.083004,0,,,,,,,,,
7709,8,2,8,46.55357143,0,,,,,,,,,
7710,24,4,24,131.7373188,0,,,,,,,,,
7711,4,1,4,144.9166667,0,,,,,,,,,
7712,4,1,4,106.9166667,0,,,,,,,,,
7713,12,2,12,142.5151515,0,,,,,,,,,
7714,3,1,3,120.3333333,0,,,,,,,,,
7715,1,3,1,0,1,,,,,,,,,
7716,2,1,2,420.5,0,,,,,,,,,
7717,8,5,8,19.64285714,0,,,,,,,,,
7718,1,2,1,0,1,,,,,,,,,
7719,2,1,2,578,0,,,,,,,,,
7720,21,3,21,167.047619,0,,,,,,,,,
7721,2,1,2,512,0,,,,,,,,,
7722,9,1,9,146.5,0,,,,,,,,,
7723,1,1,1,0,0,,,,,,,,,
7724,26,4,26,42.71384615,0,,,,,,,,,
7725,5,1,5,201.8,0,,,,,,,,,
7726,3,1,3,33.33333333,0,,,,,,,,,
7727,1,1,1,0,0,,,,,,,,,
7728,5,1,5,5,0,,,,,,,,,
7729,2,1,2,288,0,,,,,,,,,
7730,6,4,6,87.5,0,,,,,,,,,
7731,20,4,20,71.41052632,0,,,,,,,,,
7732,2,1,2,98,0,,,,,,,,,
7733,1,1,1,0,0,,,,,,,,,
7734,1,1,1,0,0,,,,,,,,,
7735,5,1,5,32.7,0,,,,,,,,,
7736,8,5,8,56.28571429,0,,,,,,,,,
7737,5,2,5,367.8,0,,,,,,,,,
7738,3,2,3,192,0,,,,,,,,,
7739,11,3,11,146.0909091,0,,,,,,,,,
7740,3,2,3,120.3333333,0,,,,,,,,,
7741,7,1,7,265.4761905,0,,,,,,,,,
7742,11,2,11,84.09090909,0,,,,,,,,,
7743,1,1,1,0,0,,,,,,,,,
7744,3,3,3,385.3333333,0,,,,,,,,,
7745,4,2,4,236.9166667,0,,,,,,,,,
7746,3,1,3,305.3333333,0,,,,,,,,,
7747,3,2,3,27,0,,,,,,,,,
7748,2,2,2,50,0,,,,,,,,,
7749,3,1,3,65.33333333,0,,,,,,,,,
7750,1,4,1,0,1,,,,,,,,,
7751,11,5,11,141.0727273,0,,,,,,,,,
7752,3,1,3,337,0,,,,,,,,,
7753,2,2,2,112.5,0,,,,,,,,,
7754,7,3,7,147.2380952,0,,,,,,,,,
7755,11,2,11,137.2181818,0,,,,,,,,,
7756,1,4,1,0,1,,,,,,,,,
7757,33,4,33,128.2102273,0,,,,,,,,,
7758,2,1,2,0,0,,,,,,,,,
7759,1,1,1,0,0,,,,,,,,,
7760,13,4,13,99.69230769,0,,,,,,,,,
7761,6,1,6,148.1666667,0,,,,,,,,,
7762,1,1,1,0,0,,,,,,,,,
7763,3,1,3,280.3333333,0,,,,,,,,,
7764,7,2,7,137.1428571,0,,,,,,,,,
7765,3,1,3,25,0,,,,,,,,,
7766,11,2,11,79.16363636,0,,,,,,,,,
7767,6,3,6,183.7666667,0,,,,,,,,,
7768,2,2,2,180.5,0,,,,,,,,,
7769,2,1,2,12.5,0,,,,,,,,,
7770,2,4,2,0,1,,,,,,,,,
7771,1,1,1,0,0,,,,,,,,,
7772,1,4,1,0,1,,,,,,,,,
7773,2,2,2,98,0,,,,,,,,,
7774,4,1,4,56.25,0,,,,,,,,,
7775,5,3,5,95,0,,,,,,,,,
7776,3,2,3,8.333333333,0,,,,,,,,,
7777,2,3,2,288,0,,,,,,,,,
7778,5,1,5,42.5,0,,,,,,,,,
7779,4,2,4,226.9166667,0,,,,,,,,,
7780,1,1,1,0,0,,,,,,,,,
7781,1,1,1,0,0,,,,,,,,,
7782,1,1,1,0,0,,,,,,,,,
7783,2,3,2,12.5,0,,,,,,,,,
7784,1,2,1,0,1,,,,,,,,,
7785,15,3,15,152.2666667,0,,,,,,,,,
7786,2,2,2,50,0,,,,,,,,,
7787,12,3,12,140.5454545,0,,,,,,,,,
7788,12,4,12,175.719697,0,,,,,,,,,
7789,14,2,14,123.6538462,0,,,,,,,,,
7790,1,1,1,0,0,,,,,,,,,
7791,2,1,2,112.5,0,,,,,,,,,
7792,13,2,13,135.1923077,0,,,,,,,,,
7793,2,1,2,312.5,0,,,,,,,,,
7794,11,3,11,242.6,0,,,,,,,,,
7795,1,1,1,0,0,,,,,,,,,
7796,3,1,3,33.33333333,0,,,,,,,,,
7797,1,1,1,0,0,,,,,,,,,
7798,6,2,6,162.9666667,0,,,,,,,,,
7799,10,3,10,229.9555556,0,,,,,,,,,
7800,6,2,6,210.9666667,0,,,,,,,,,
7801,2,1,2,8,0,,,,,,,,,
7802,1,2,1,0,1,,,,,,,,,
7803,9,1,9,140.6111111,0,,,,,,,,,
7804,5,3,5,253.3,0,,,,,,,,,
7805,7,3,7,136,0,,,,,,,,,
7806,1,1,1,0,0,,,,,,,,,
7807,14,4,14,46.15384615,0,,,,,,,,,
7808,6,3,6,163.6,0,,,,,,,,,
7809,31,3,31,124.2580645,0,,,,,,,,,
7810,5,1,5,141.8,0,,,,,,,,,
7811,6,2,6,144.6666667,0,,,,,,,,,
7812,1,4,1,0,1,,,,,,,,,
7813,2,1,2,0,0,,,,,,,,,
7814,2,1,2,242,0,,,,,,,,,
7815,3,3,3,165.3333333,0,,,,,,,,,
7816,2,2,2,98,0,,,,,,,,,
7817,16,5,16,150.4625,0,,,,,,,,,
7818,3,1,3,145.3333333,0,,,,,,,,,
7819,1,1,1,0,0,,,,,,,,,
7820,1,1,1,0,0,,,,,,,,,
7821,1,1,1,0,0,,,,,,,,,
7822,1,1,1,0,0,,,,,,,,,
7823,1,1,1,0,0,,,,,,,,,
7824,1,1,1,0,0,,,,,,,,,
7825,1,1,1,0,0,,,,,,,,,
7826,1,1,1,0,0,,,,,,,,,
7827,1,1,1,0,0,,,,,,,,,
7828,1,1,1,0,0,,,,,,,,,
7829,4,2,4,91.66666667,0,,,,,,,,,
7830,4,3,4,25,0,,,,,,,,,
7831,1,1,1,0,0,,,,,,,,,
7832,2,1,2,312.5,0,,,,,,,,,
7833,6,1,6,395.1,0,,,,,,,,,
7834,1,1,1,0,0,,,,,,,,,
7835,6,2,6,350.3,0,,,,,,,,,
7836,3,3,3,108.3333333,0,,,,,,,,,
7837,3,1,3,8.333333333,0,,,,,,,,,
7838,31,5,31,147.4946237,0,,,,,,,,,
7839,3,1,3,0,0,,,,,,,,,
7840,11,5,11,119.8181818,0,,,,,,,,,
7841,20,3,20,255.4210526,0,,,,,,,,,
7842,11,2,11,94.61818182,0,,,,,,,,,
7843,7,3,7,93.23809524,0,,,,,,,,,
7844,10,2,10,93.43333333,0,,,,,,,,,
7845,2,1,2,12.5,0,,,,,,,,,
7846,1,1,1,0,0,,,,,,,,,
7847,25,4,25,276.0766667,0,,,,,,,,,
7848,10,1,10,257.6111111,0,,,,,,,,,
7849,7,2,7,170.1428571,0,,,,,,,,,
7850,10,3,10,133.5555556,0,,,,,,,,,
7851,2,1,2,98,0,,,,,,,,,
7852,22,4,22,133.2034632,0,,,,,,,,,
7853,12,3,12,136.2651515,0,,,,,,,,,
7854,4,1,4,0,0,,,,,,,,,
7855,1,1,1,0,0,,,,,,,,,
7856,6,1,6,26.66666667,0,,,,,,,,,
7857,1,1,1,0,0,,,,,,,,,
7858,4,3,4,92.66666667,0,,,,,,,,,
7859,1,1,1,0,0,,,,,,,,,
7860,2,2,2,578,0,,,,,,,,,
7861,2,2,2,0,1,,,,,,,,,
7862,13,3,13,207.7564103,0,,,,,,,,,
7863,5,4,5,301.3,0,,,,,,,,,
7864,1,3,1,0,1,,,,,,,,,
7865,3,1,3,97,0,,,,,,,,,
7866,10,2,10,126.2222222,0,,,,,,,,,
7867,4,3,4,56.25,0,,,,,,,,,
7868,6,2,6,242.9666667,0,,,,,,,,,
7869,3,2,3,27,0,,,,,,,,,
7870,6,2,6,280.8,0,,,,,,,,,
7871,4,2,4,66.91666667,0,,,,,,,,,
7872,1,1,1,0,0,,,,,,,,,
7873,6,4,6,57.1,0,,,,,,,,,
7874,1,2,1,0,1,,,,,,,,,
7875,4,2,4,80.33333333,0,,,,,,,,,
7876,9,3,9,43.75,0,,,,,,,,,
7877,18,5,18,113.7647059,0,,,,,,,,,
7878,1,2,1,0,1,,,,,,,,,
7879,3,3,3,146.3333333,0,,,,,,,,,
7880,5,1,5,55,0,,,,,,,,,
7881,15,4,15,95.20952381,0,,,,,,,,,
7882,5,3,5,120.7,0,,,,,,,,,
7883,11,2,11,154.4545455,0,,,,,,,,,
7884,3,2,3,58.33333333,0,,,,,,,,,
7885,3,3,3,145.3333333,0,,,,,,,,,
7886,1,1,1,0,0,,,,,,,,,
7887,2,2,2,12.5,0,,,,,,,,,
7888,5,1,5,158.3,0,,,,,,,,,
7889,34,3,34,280.1675579,0,,,,,,,,,
7890,31,4,31,93.32903226,0,,,,,,,,,
7891,6,1,6,82.66666667,0,,,,,,,,,
7892,4,2,4,22.91666667,0,,,,,,,,,
7893,1,3,1,0,1,,,,,,,,,
7894,23,3,23,195.5335968,0,,,,,,,,,
7895,1,2,1,0,1,,,,,,,,,
7896,6,3,6,154.6666667,0,,,,,,,,,
7897,3,1,3,507,0,,,,,,,,,
7898,11,4,11,159.6909091,0,,,,,,,,,
7899,17,5,17,191.3823529,0,,,,,,,,,
7900,7,4,7,57.14285714,0,,,,,,,,,
7901,1,2,1,0,1,,,,,,,,,
7902,7,2,7,210.952381,0,,,,,,,,,
7903,4,2,4,81.33333333,0,,,,,,,,,
7904,1,1,1,0,0,,,,,,,,,
7905,6,1,6,271.7666667,0,,,,,,,,,
7906,2,2,2,512,0,,,,,,,,,
7907,3,1,3,25,0,,,,,,,,,
7908,1,1,1,0,0,,,,,,,,,
7909,8,2,8,148.5714286,0,,,,,,,,,
7910,13,5,13,158.974359,0,,,,,,,,,
7911,9,3,9,111.8611111,0,,,,,,,,,
7912,1,2,1,0,1,,,,,,,,,
7913,6,5,6,150.2666667,0,,,,,,,,,
7914,1,2,1,0,1,,,,,,,,,
7915,1,3,1,0,1,,,,,,,,,
7916,6,1,6,108.1666667,0,,,,,,,,,
7917,2,4,2,12.5,0,,,,,,,,,
7918,1,2,1,0,1,,,,,,,,,
7919,4,3,4,173.6666667,0,,,,,,,,,
7920,1,2,1,0,1,,,,,,,,,
7921,9,4,9,235.5277778,0,,,,,,,,,
7922,2,1,2,578,0,,,,,,,,,
7923,8,4,8,140.125,0,,,,,,,,,
7924,3,1,3,485.3333333,0,,,,,,,,,
7925,1,1,1,0,0,,,,,,,,,
7926,2,2,2,180.5,0,,,,,,,,,
7927,9,4,9,82.61111111,0,,,,,,,,,
7928,4,1,4,132,0,,,,,,,,,
7929,2,2,2,50,0,,,,,,,,,
7930,1,1,1,0,0,,,,,,,,,
7931,3,2,3,120.3333333,0,,,,,,,,,
7932,1,1,1,0,0,,,,,,,,,
7933,4,4,4,8.333333333,0,,,,,,,,,
7934,1,1,1,0,0,,,,,,,,,
7935,11,2,11,149.8909091,0,,,,,,,,,
7936,2,1,2,420.5,0,,,,,,,,,
7937,1,1,1,0,0,,,,,,,,,
7938,2,2,2,0,1,,,,,,,,,
7939,1,2,1,0,1,,,,,,,,,
7940,1,2,1,0,1,,,,,,,,,
7941,3,3,3,58.33333333,0,,,,,,,,,
7942,16,3,16,101.0291667,0,,,,,,,,,
7943,1,1,1,0,0,,,,,,,,,
7944,9,2,9,103.5277778,0,,,,,,,,,
7945,8,3,8,110.2857143,0,,,,,,,,,
7946,1,1,1,0,0,,,,,,,,,
7947,4,1,4,41.66666667,0,,,,,,,,,
7948,8,4,8,156,0,,,,,,,,,
7949,23,5,23,88.9486166,0,,,,,,,,,
7950,3,2,3,8.333333333,0,,,,,,,,,
7951,6,2,6,92.66666667,0,,,,,,,,,
7952,7,3,7,152.9047619,0,,,,,,,,,
7953,2,3,2,12.5,0,,,,,,,,,
7954,15,2,15,280.7809524,0,,,,,,,,,
7955,1,1,1,0,0,,,,,,,,,
7956,15,4,15,97.45714286,0,,,,,,,,,
7957,4,2,4,130.25,0,,,,,,,,,
7958,12,4,12,71.90151515,0,,,,,,,,,
7959,1,1,1,0,0,,,,,,,,,
7960,5,1,5,45,0,,,,,,,,,
7961,27,4,27,237.7378917,0,,,,,,,,,
7962,10,2,10,102.0444444,0,,,,,,,,,
7963,4,2,4,0,1,,,,,,,,,
7964,2,2,2,0,1,,,,,,,,,
7965,3,1,3,8.333333333,0,,,,,,,,,
7966,10,4,10,187.2888889,0,,,,,,,,,
7967,3,2,3,280.3333333,0,,,,,,,,,
7968,12,4,12,71.18181818,0,,,,,,,,,
7969,5,1,5,175.3,0,,,,,,,,,
7970,8,3,8,93.07142857,0,,,,,,,,,
7971,3,4,3,33.33333333,0,,,,,,,,,
7972,2,4,2,98,0,,,,,,,,,
7973,14,2,14,127.3626374,0,,,,,,,,,
7974,6,3,6,223.7666667,0,,,,,,,,,
7975,2,2,2,12.5,0,,,,,,,,,
7976,1,1,1,0,0,,,,,,,,,
7977,4,2,4,144,0,,,,,,,,,
7978,7,4,7,118,0,,,,,,,,,
7979,4,1,4,194,0,,,,,,,,,
7980,2,4,2,12.5,0,,,,,,,,,
7981,22,5,22,136.4437229,0,,,,,,,,,
7982,5,1,5,106.8,0,,,,,,,,,
7983,1,1,1,0,0,,,,,,,,,
7984,4,2,4,164.3333333,0,,,,,,,,,
7985,3,1,3,108.3333333,0,,,,,,,,,
7986,3,2,3,152.3333333,0,,,,,,,,,
7987,1,1,1,0,0,,,,,,,,,
7988,3,2,3,27,0,,,,,,,,,
7989,42,4,42,171.5516841,0,,,,,,,,,
7990,5,1,5,183.3,0,,,,,,,,,
7991,1,1,1,0,0,,,,,,,,,
7992,19,2,19,102.2046784,0,,,,,,,,,
7993,2,1,2,200,0,,,,,,,,,
7994,4,3,4,254.9166667,0,,,,,,,,,
7995,6,3,6,86.66666667,0,,,,,,,,,
7996,1,2,1,0,1,,,,,,,,,
7997,3,2,3,8.333333333,0,,,,,,,,,
7998,3,4,3,145.3333333,0,,,,,,,,,
7999,1,2,1,0,1,,,,,,,,,
8000,1,2,1,0,1,,,,,,,,,
8001,14,4,14,130.2252747,0,,,,,,,,,
8002,9,2,9,84.02777778,0,,,,,,,,,
8003,1,1,1,0,0,,,,,,,,,
8004,5,1,5,214.3,0,,,,,,,,,
8005,1,1,1,0,0,,,,,,,,,
8006,28,5,28,85.6547619,0,,,,,,,,,
8007,2,1,2,50,0,,,,,,,,,
8008,2,2,2,0,1,,,,,,,,,
8009,12,2,12,352.3636364,0,,,,,,,,,
8010,7,3,7,247.2380952,0,,,,,,,,,
8011,9,3,9,175.25,0,,,,,,,,,
8012,2,1,2,180.5,0,,,,,,,,,
8013,7,4,7,141.8095238,0,,,,,,,,,
8014,2,4,2,12.5,0,,,,,,,,,
8015,1,1,1,0,0,,,,,,,,,
8016,2,2,2,40.5,0,,,,,,,,,
8017,4,3,4,238.25,0,,,,,,,,,
8018,1,1,1,0,0,,,,,,,,,
8019,9,3,9,70.75,0,,,,,,,,,
8020,3,1,3,240.3333333,0,,,,,,,,,
8021,6,3,6,74.16666667,0,,,,,,,,,
8022,2,1,2,0,0,,,,,,,,,
8023,3,2,3,133,0,,,,,,,,,
8024,6,2,6,112.6666667,0,,,,,,,,,
8025,5,1,5,165.2,0,,,,,,,,,
8026,8,2,8,68,0,,,,,,,,,
8027,40,4,40,106.5634615,0,,,,,,,,,
8028,16,4,16,131.0625,0,,,,,,,,,
8029,25,5,25,144.36,0,,,,,,,,,
8030,14,3,14,163.4505495,0,,,,,,,,,
8031,9,4,9,174.5,0,,,,,,,,,
8032,2,2,2,242,0,,,,,,,,,
8033,7,3,7,272.9047619,0,,,,,,,,,
8034,19,5,19,110.5380117,0,,,,,,,,,
8035,8,2,8,183.9285714,0,,,,,,,,,
8036,8,2,8,135.7142857,0,,,,,,,,,
8037,3,1,3,0,0,,,,,,,,,
8038,1,1,1,0,0,,,,,,,,,
8039,10,3,10,154.4888889,0,,,,,,,,,
8040,12,3,12,130.4545455,0,,,,,,,,,
8041,1,2,1,0,1,,,,,,,,,
8042,3,2,3,305.3333333,0,,,,,,,,,
8043,1,1,1,0,0,,,,,,,,,
8044,1,1,1,0,0,,,,,,,,,
8045,1,1,1,0,0,,,,,,,,,
8046,1,1,1,0,0,,,,,,,,,
8047,7,1,7,193.9047619,0,,,,,,,,,
8048,4,4,4,283.5833333,0,,,,,,,,,
8049,13,5,13,62.5,0,,,,,,,,,
8050,9,2,9,167.25,0,,,,,,,,,
8051,2,1,2,0,0,,,,,,,,,
8052,1,1,1,0,0,,,,,,,,,
8053,4,2,4,39.58333333,0,,,,,,,,,
8054,6,4,6,137.6,0,,,,,,,,,
8055,7,3,7,89.28571429,0,,,,,,,,,
8056,22,3,22,206.8246753,0,,,,,,,,,
8057,4,1,4,80.66666667,0,,,,,,,,,
8058,9,2,9,205.9444444,0,,,,,,,,,
8059,1,1,1,0,0,,,,,,,,,
8060,17,5,17,90.18382353,0,,,,,,,,,
8061,4,1,4,8.333333333,0,,,,,,,,,
8062,18,2,18,93.76470588,0,,,,,,,,,
8063,14,2,14,121.9395604,0,,,,,,,,,
8064,30,5,30,161.062069,0,,,,,,,,,
8065,1,1,1,0,0,,,,,,,,,
8066,1,1,1,0,0,,,,,,,,,
8067,2,1,2,50,0,,,,,,,,,
8068,1,1,1,0,0,,,,,,,,,
8069,10,4,10,194.8444444,0,,,,,,,,,
8070,2,1,2,12.5,0,,,,,,,,,
8071,1,1,1,0,0,,,,,,,,,
8072,5,5,5,159.7,0,,,,,,,,,
8073,3,2,3,145.3333333,0,,,,,,,,,
8074,1,2,1,0,1,,,,,,,,,
8075,2,1,2,180.5,0,,,,,,,,,
8076,17,4,17,91.01470588,0,,,,,,,,,
8077,6,1,6,6.666666667,0,,,,,,,,,
8078,3,2,3,58.33333333,0,,,,,,,,,
8079,11,4,11,141.3636364,0,,,,,,,,,
8080,8,2,8,168.5714286,0,,,,,,,,,
8081,9,3,9,198.75,0,,,,,,,,,
8082,2,1,2,0,0,,,,,,,,,
8083,6,3,6,132.1666667,0,,,,,,,,,
8084,6,3,6,149.5,0,,,,,,,,,
8085,9,2,9,92.75,0,,,,,,,,,
8086,14,5,14,49.03846154,0,,,,,,,,,
8087,18,1,18,107.4411765,0,,,,,,,,,
8088,1,1,1,0,0,,,,,,,,,
8089,2,1,2,12.5,0,,,,,,,,,
8090,2,1,2,288,0,,,,,,,,,
8091,5,4,5,158.3,0,,,,,,,,,
8092,2,1,2,12.5,0,,,,,,,,,
8093,1,2,1,0,1,,,,,,,,,
8094,3,2,3,75,0,,,,,,,,,
8095,3,2,3,8.333333333,0,,,,,,,,,
8096,4,1,4,226.9166667,0,,,,,,,,,
8097,4,1,4,34,0,,,,,,,,,
8098,3,1,3,33.33333333,0,,,,,,,,,
8099,7,4,7,47.61904762,0,,,,,,,,,
8100,5,1,5,0,0,,,,,,,,,
8101,1,1,1,0,0,,,,,,,,,
8102,1,1,1,0,0,,,,,,,,,
8103,2,1,2,50,0,,,,,,,,,
8104,30,4,30,208.3678161,0,,,,,,,,,
8105,1,5,1,0,1,,,,,,,,,
8106,8,1,8,6.696428571,0,,,,,,,,,
8107,2,2,2,112.5,0,,,,,,,,,
8108,10,5,10,170.7111111,0,,,,,,,,,
8109,5,1,5,37.2,0,,,,,,,,,
8110,19,3,19,64.24561404,0,,,,,,,,,
8111,6,2,6,87.6,0,,,,,,,,,
8112,18,2,18,243.9869281,0,,,,,,,,,
8113,31,4,31,76.99784946,0,,,,,,,,,
8114,5,3,5,82.5,0,,,,,,,,,
8115,1,2,1,0,1,,,,,,,,,
8116,2,3,2,18,0,,,,,,,,,
8117,34,3,34,138.0151515,0,,,,,,,,,
8118,2,2,2,40.5,0,,,,,,,,,
8119,1,1,1,0,0,,,,,,,,,
8120,2,2,2,12.5,0,,,,,,,,,
8121,12,5,12,205.3333333,0,,,,,,,,,
8122,6,2,6,150.1666667,0,,,,,,,,,
8123,18,3,18,166.4869281,0,,,,,,,,,
8124,1,1,1,0,0,,,,,,,,,
8125,24,3,24,141.7807971,0,,,,,,,,,
8126,5,2,5,217.3,0,,,,,,,,,
8127,3,1,3,33.33333333,0,,,,,,,,,
8128,1,1,1,0,0,,,,,,,,,
8129,20,4,20,86.16842105,0,,,,,,,,,
8130,6,2,6,212.2666667,0,,,,,,,,,
8131,3,2,3,58.33333333,0,,,,,,,,,
8132,3,1,3,145.3333333,0,,,,,,,,,
8133,1,1,1,0,0,,,,,,,,,
8134,5,2,5,175.3,0,,,,,,,,,
8135,2,2,2,112.5,0,,,,,,,,,
8136,34,5,34,121.2557932,0,,,,,,,,,
8137,6,3,6,378.6666667,0,,,,,,,,,
8138,23,3,23,151.6007905,0,,,,,,,,,
8139,3,2,3,120.3333333,0,,,,,,,,,
8140,3,2,3,97,0,,,,,,,,,
8141,1,3,1,0,1,,,,,,,,,
8142,2,1,2,12.5,0,,,,,,,,,
8143,6,2,6,90.66666667,0,,,,,,,,,
8144,1,1,1,0,0,,,,,,,,,
8145,28,5,28,128.4060847,0,,,,,,,,,
8146,1,1,1,0,0,,,,,,,,,
8147,3,1,3,217,0,,,,,,,,,
8148,3,2,3,50.33333333,0,,,,,,,,,
8149,4,3,4,6.25,0,,,,,,,,,
8150,8,3,8,230.8392857,0,,,,,,,,,
8151,2,2,2,12.5,0,,,,,,,,,
8152,26,3,26,143.1215385,0,,,,,,,,,
8153,50,4,50,151.897551,0,,,,,,,,,
8154,26,5,26,166.2046154,0,,,,,,,,,
8155,2,1,2,98,0,,,,,,,,,
8156,38,3,38,200.9473684,0,,,,,,,,,
8157,1,1,1,0,0,,,,,,,,,
8158,2,1,2,12.5,0,,,,,,,,,
8159,4,5,4,98.91666667,0,,,,,,,,,
8160,16,3,16,187.7333333,0,,,,,,,,,
8161,13,4,13,102.3076923,0,,,,,,,,,
8162,12,3,12,157.6060606,0,,,,,,,,,
8163,4,1,4,65.66666667,0,,,,,,,,,
8164,2,1,2,420.5,0,,,,,,,,,
8165,2,1,2,112.5,0,,,,,,,,,
8166,1,1,1,0,0,,,,,,,,,
8167,19,3,19,151.9239766,0,,,,,,,,,
8168,7,2,7,97.28571429,0,,,,,,,,,
8169,4,1,4,8.333333333,0,,,,,,,,,
8170,4,4,4,49,0,,,,,,,,,
8171,35,5,35,134.4319328,0,,,,,,,,,
8172,1,1,1,0,0,,,,,,,,,
8173,1,1,1,0,0,,,,,,,,,
8174,1,1,1,0,0,,,,,,,,,
8175,1,1,1,0,0,,,,,,,,,
8176,9,2,9,99.5,0,,,,,,,,,
8177,23,3,23,67.07905138,0,,,,,,,,,
8178,6,2,6,44.26666667,0,,,,,,,,,
8179,2,1,2,12.5,0,,,,,,,,,
8180,8,1,8,310.5714286,0,,,,,,,,,
8181,1,1,1,0,0,,,,,,,,,
8182,7,3,7,419.5714286,0,,,,,,,,,
8183,11,3,11,124.8727273,0,,,,,,,,,
8184,4,3,4,261.5833333,0,,,,,,,,,
8185,4,1,4,354,0,,,,,,,,,
8186,2,1,2,50,0,,,,,,,,,
8187,1,1,1,0,0,,,,,,,,,
8188,3,1,3,192,0,,,,,,,,,
8189,10,4,10,124.4888889,0,,,,,,,,,
8190,11,1,11,91.25454545,0,,,,,,,,,
8191,1,1,1,0,0,,,,,,,,,
8192,7,1,7,39.28571429,0,,,,,,,,,
8193,6,2,6,47.5,0,,,,,,,,,
8194,1,2,1,0,1,,,,,,,,,
8195,11,2,11,70.07272727,0,,,,,,,,,
8196,4,1,4,22.91666667,0,,,,,,,,,
8197,7,3,7,83.28571429,0,,,,,,,,,
8198,6,1,6,398.6666667,0,,,,,,,,,
8199,6,2,6,74.16666667,0,,,,,,,,,
8200,2,2,2,180.5,0,,,,,,,,,
8201,161,5,161,125.0650621,0,,,,,,,,,
8202,6,2,6,116,0,,,,,,,,,
8203,17,4,17,97.61029412,0,,,,,,,,,
8204,1,1,1,0,0,,,,,,,,,
8205,7,2,7,127.6190476,0,,,,,,,,,
8206,12,4,12,163.5378788,0,,,,,,,,,
8207,11,3,11,150.0545455,0,,,,,,,,,
8208,2,1,2,12.5,0,,,,,,,,,
8209,2,3,2,180.5,0,,,,,,,,,
8210,37,4,37,108.0825826,0,,,,,,,,,
8211,17,3,17,199.0588235,0,,,,,,,,,
8212,4,1,4,340.6666667,0,,,,,,,,,
8213,3,3,3,120.3333333,0,,,,,,,,,
8214,2,2,2,200,0,,,,,,,,,
8215,3,2,3,65.33333333,0,,,,,,,,,
8216,1,1,1,0,0,,,,,,,,,
8217,1,1,1,0,0,,,,,,,,,
8218,5,2,5,180.7,0,,,,,,,,,
8219,20,4,20,103.3263158,0,,,,,,,,,
8220,3,1,3,145.3333333,0,,,,,,,,,
8221,7,1,7,321,0,,,,,,,,,
8222,2,1,2,98,0,,,,,,,,,
8223,7,2,7,71.23809524,0,,,,,,,,,
8224,23,3,23,111.43083,0,,,,,,,,,
8225,13,3,13,154.2307692,0,,,,,,,,,
8226,7,2,7,53.47619048,0,,,,,,,,,
8227,4,1,4,83.58333333,0,,,,,,,,,
8228,1,1,1,0,0,,,,,,,,,
8229,5,3,5,251.2,0,,,,,,,,,
8230,1,1,1,0,0,,,,,,,,,
8231,1,1,1,0,0,,,,,,,,,
8232,22,3,22,139.3852814,0,,,,,,,,,
8233,14,4,14,89.38461538,0,,,,,,,,,
8234,12,2,12,166.9090909,0,,,,,,,,,
8235,1,4,1,0,1,,,,,,,,,
8236,4,1,4,90.25,0,,,,,,,,,
8237,4,1,4,344,0,,,,,,,,,
8238,3,1,3,25,0,,,,,,,,,
8239,5,3,5,73.3,0,,,,,,,,,
8240,7,4,7,92.28571429,0,,,,,,,,,
8241,1,1,1,0,0,,,,,,,,,
8242,2,1,2,12.5,0,,,,,,,,,
8243,9,5,9,221.5,0,,,,,,,,,
8244,8,3,8,204.2142857,0,,,,,,,,,
8245,1,1,1,0,0,,,,,,,,,
8246,8,3,8,307.1428571,0,,,,,,,,,
8247,18,4,18,131.4117647,0,,,,,,,,,
8248,9,3,9,203.75,0,,,,,,,,,
8249,6,3,6,100.6666667,0,,,,,,,,,
8250,6,2,6,96.66666667,0,,,,,,,,,
8251,1,1,1,0,0,,,,,,,,,
